GeneSet	BM448.CG2.LUC.mCherry.no71	BM449.CG2.LUC.mCherry.no75	BM455.CG2.LUC.mCherry.no84	BM462.CG2.LUC.mCherry.no98	BM472.CG2.RAS.mCherry.no77	BM508.CG2.RAS.mCherry.no79	BM522.CG2.RAS.mCherry.no70	BM458.MIC.LUC.mCherry.no102	BM474.MIC.LUC.mCherry.no106	BM485.MIC.LUC.mCherry.no110
Pdlim4	0.0	0.0	0.07	0.19	0.0	0.38	0.17	0.4	0.3	0.34
Oit1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm29110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nfkbil1	14.85	15.62	11.43	17.35	15.86	9.84	15.36	10.11	7.83	12.53
Oit3	0.63	5.37	0.7	1.54	1.11	2.41	6.85	0.02	0.0	0.07
Amh	0.1	0.17	0.05	0.17	0.0	0.08	0.05	0.26	0.12	0.15
Gm17124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rrp7a	56.89	64.54	46.72	57.71	78.95	56.93	51.89	27.95	48.42	36.96
Amn	0.0	0.0	0.0	0.06	0.0	0.04	0.1	0.1	0.0	0.11
Gm5640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm6970	0.41	0.0	0.0	0.0	1.48	0.1	0.0	0.0	0.34	0.0
Dis3	31.25	30.61	28.9	33.75	30.84	24.7	24.64	8.52	15.38	14.04
Gm4312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Them4	2.49	3.94	1.99	2.91	3.69	0.94	2.48	1.64	1.56	1.42
Them5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pmfbp1	0.24	0.03	0.04	0.08	0.08	0.02	0.05	0.0	0.0	0.0
Amt	0.22	0.18	0.36	0.26	0.58	0.0	0.0	0.78	1.06	0.74
Them6	13.07	9.22	12.75	15.25	7.6	11.91	15.65	4.16	4.92	6.9
Them7	4.4	3.84	6.33	11.68	6.05	0.0	3.37	0.1	0.1	0.58
Fam53a	25.11	22.28	19.7	22.79	25.58	17.82	25.38	8.49	15.54	10.04
Fam53b	53.33	27.97	54.83	31.17	22.48	47.34	32.63	35.72	41.9	57.42
Osbp2	2.05	5.07	3.31	13.52	6.13	0.95	6.83	0.0	0.02	0.0
Fam53c	7.93	11.02	10.05	9.25	12.44	12.19	11.3	9.67	8.74	13.77
Scgb1b10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vps4a	28.91	36.34	29.27	37.25	37.65	35.22	35.46	25.08	25.57	29.39
Scgb1b11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vps4b	73.27	90.94	61.63	84.04	101.47	45.14	71.74	68.11	70.05	79.47
Scgb1b12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mcm3	199.22	243.81	199.84	214.42	190.06	195.62	209.57	72.38	120.15	124.62
Mcm4	105.41	137.59	127.13	145.19	110.25	114.25	94.64	47.11	65.88	81.0
Xcl1	5.02	6.76	1.67	0.8	1.37	1.51	0.36	19.98	7.48	11.87
Mcm5	161.97	215.14	192.33	196.13	167.14	181.23	140.05	81.92	104.06	139.76
Mcm6	293.3	371.82	324.47	379.09	340.27	228.71	236.38	98.06	183.3	175.32
Ang	0.44	1.38	0.22	0.72	0.54	0.17	0.27	2.74	0.57	1.7
3830406C13Rik	8.69	14.96	13.23	21.36	22.21	10.38	13.42	6.17	8.96	6.86
Pltp	1.06	1.85	0.74	0.36	0.86	1.77	1.28	8.73	8.55	13.09
Gm20773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mcm2	155.75	202.14	185.05	213.67	161.23	164.07	126.38	50.76	83.83	116.37
Ank	36.74	92.73	56.96	73.27	120.65	12.43	43.97	8.25	21.67	20.73
Gm29106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Inafm2	23.5	37.05	17.6	32.03	31.43	31.45	19.95	9.9	12.39	15.12
Inafm1	17.93	22.68	17.92	19.54	18.07	22.21	13.72	4.04	11.26	7.59
Vps50	11.97	16.5	15.73	19.03	20.12	12.89	18.6	6.29	10.13	8.13
Vps51	37.56	45.5	29.11	39.32	44.94	35.47	38.44	31.4	23.7	35.75
Vps52	40.59	49.65	37.7	48.25	54.71	40.31	40.12	24.55	27.08	29.41
Vps53	26.83	36.71	21.65	35.78	43.15	25.24	35.72	24.92	25.15	28.5
Vps54	31.85	29.73	22.84	33.44	30.12	29.5	23.12	34.29	27.08	43.74
9130008F23Rik	2.01	1.74	1.49	1.96	1.0	0.73	1.82	0.27	2.6	0.56
Osbpl1a	22.4	24.93	21.57	24.97	22.28	17.46	13.06	3.92	45.28	7.89
D2hgdh	15.62	18.13	14.35	23.6	22.06	8.31	12.57	12.15	10.05	9.73
Gm5615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5617	19.7	26.96	18.69	31.5	28.85	21.03	17.93	5.82	5.88	5.69
D930015E06Rik	68.44	92.74	59.28	75.59	70.28	56.41	48.71	58.89	66.72	77.92
Gm29133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nfs1	38.39	37.16	44.55	39.2	39.78	40.65	27.71	11.98	19.61	19.28
Lrrk1	3.44	7.61	4.65	4.36	11.21	4.4	6.35	9.8	11.89	10.91
C1d	121.63	195.34	122.37	180.91	140.85	96.59	153.4	44.63	51.99	53.95
Lrrk2	13.32	1.51	4.39	1.58	1.33	1.43	1.67	61.94	24.53	71.07
Arrb2	133.39	58.71	44.09	28.19	74.5	87.22	120.15	260.52	89.07	300.82
Arrb1	70.68	60.31	112.11	68.69	60.17	97.6	63.68	41.94	75.54	89.51
Bco2	0.16	0.09	0.04	0.09	0.08	0.21	0.31	0.28	1.0	0.24
Bco1	2.34	1.68	0.88	1.13	1.45	0.62	4.19	0.03	0.03	0.27
Bod1l	35.08	38.21	30.28	43.89	29.67	29.87	28.02	18.09	17.54	21.36
Tspear	0.0	0.04	0.12	0.14	0.27	0.0	0.0	0.02	0.09	0.0
Vps41	33.88	44.54	34.08	45.36	56.26	29.39	42.84	18.29	25.97	24.38
Gm5622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3110002H16Rik	45.12	45.42	51.29	48.53	45.3	101.79	53.24	32.67	47.38	63.75
Hist1h4m	10.2	6.65	1.04	19.75	13.03	12.21	8.04	0.0	10.23	4.22
Hist1h4n	5.48	2.29	11.45	5.72	6.03	10.82	2.87	10.67	4.69	14.3
Gm5624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vps45	18.95	15.58	14.17	23.55	24.56	21.83	19.29	7.35	13.91	10.7
Hist1h4k	1.61	3.61	3.39	1.48	9.9	3.78	2.71	4.41	7.41	5.39
Iars2	74.54	71.45	65.54	79.55	67.57	51.18	56.99	12.15	22.06	22.35
Folr1	0.0	2.33	0.5	0.61	0.63	15.9	0.91	0.0	0.08	0.0
Folr2	0.0	0.62	0.07	0.0	0.0	0.31	0.0	0.08	0.26	0.23
Dpagt1	29.68	32.01	24.35	30.26	28.31	17.94	26.01	11.64	12.84	15.4
Itih5	51.51	28.69	16.9	58.93	17.36	2.24	27.92	6.54	27.21	9.22
Itih4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
Hist1h4f	1.77	3.44	2.06	2.56	3.75	4.56	2.89	2.14	0.77	2.87
Itih3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hist1h4c	6.65	7.66	6.39	12.29	6.95	6.32	6.7	1.79	3.55	6.55
Itih2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hist1h4d	9.87	6.6	9.65	9.25	10.43	11.39	7.07	3.76	6.82	7.12
Hist1h4i	31.06	33.07	36.22	33.38	54.36	66.55	41.43	21.18	29.34	39.9
Apc	15.87	16.67	10.44	18.12	23.65	9.3	15.04	13.85	16.37	15.85
Hist1h4j	0.71	0.33	0.69	1.22	1.72	1.35	0.78	1.6	1.06	1.23
Hist1h4h	5.1	4.34	4.04	4.46	11.16	5.26	3.37	3.56	5.52	4.17
Itih1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hist1h4a	1.88	0.56	0.99	1.89	3.16	1.23	1.41	0.54	1.1	1.37
Hist1h4b	5.69	4.02	4.37	11.37	6.01	6.42	7.98	1.77	2.51	6.07
Gm20792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enox1	0.49	0.16	0.06	0.75	0.03	0.0	0.65	0.0	0.25	0.05
App	29.29	4.62	6.76	1.01	2.86	3.5	3.73	91.94	26.37	116.99
Enox2	7.6	13.09	7.28	12.02	15.56	4.63	11.44	5.66	7.35	6.56
Abcb10	241.02	179.32	276.93	288.71	92.55	121.36	163.77	13.04	53.34	74.3
Prl3d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Surf6	15.36	20.22	17.65	21.07	29.85	23.73	24.05	14.18	21.82	14.9
Prl3d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prl3d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fnip1	10.53	10.07	7.13	9.85	10.12	9.49	8.06	12.67	8.05	15.49
Fnip2	18.02	22.33	30.44	23.17	15.62	31.49	17.46	5.2	15.8	12.44
Sh3glb1	269.93	302.34	272.36	281.41	174.78	302.6	272.54	171.7	179.62	185.93
Sh3glb2	30.5	31.62	27.4	33.85	44.89	25.87	35.1	14.21	22.36	17.5
Nfu1	59.17	65.78	54.51	54.98	78.62	56.98	58.87	57.02	48.2	71.28
Cyp1b1	0.0	0.0	0.01	0.0	0.0	0.0	0.03	0.02	0.0	0.0
Gsc2	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cxxc1	33.07	45.82	37.8	46.26	48.18	45.07	40.0	28.92	31.34	33.64
Gsap	5.5	4.58	1.67	0.92	1.31	1.61	2.23	13.61	7.42	21.43
Bcor	41.39	41.08	26.29	60.33	46.99	36.6	57.51	15.44	35.66	22.1
Scamp3	43.26	55.69	36.63	57.21	58.67	34.82	44.93	28.06	32.16	30.9
Cxxc4	0.2	0.31	0.18	0.51	0.14	0.03	0.43	0.0	0.0	0.0
Scamp2	42.07	59.14	29.93	45.34	54.83	24.91	40.59	51.32	40.85	65.24
Cxxc5	4.43	2.97	1.31	1.13	7.92	11.42	15.92	13.96	38.11	13.96
Scamp1	21.12	25.95	13.76	19.35	34.97	22.06	37.54	10.06	11.94	13.59
1700012B07Rik	0.0	0.0	0.09	0.0	0.0	0.12	0.0	0.0	0.0	0.0
4930480E11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scamp5	0.33	0.72	0.28	0.19	0.32	0.43	0.39	0.16	1.41	0.52
Aqr	35.76	42.67	36.72	45.69	50.96	44.34	40.96	21.26	28.33	25.67
Grpel2	6.87	8.7	8.81	11.24	11.26	6.38	6.95	5.99	9.37	7.57
Vps37a	5.47	5.57	5.37	5.75	7.24	4.9	5.57	6.1	5.19	6.31
Vps37b	35.38	44.16	24.77	38.51	46.51	53.11	37.13	25.63	24.95	29.28
Vps37c	13.93	24.0	7.91	13.39	18.11	7.94	13.58	14.08	7.89	17.81
Grpel1	28.71	24.72	25.34	23.85	23.6	26.6	27.12	10.35	13.15	16.37
Vps37d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Prl3c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scn10a	0.11	0.26	0.15	2.01	0.68	0.21	0.36	0.0	0.03	0.0
Cmklr1	0.39	0.44	0.16	0.0	0.45	1.21	1.43	0.75	0.45	1.89
Cnot6l	73.85	77.53	58.22	102.59	82.63	42.52	46.94	37.01	48.72	42.85
C4b	0.5	3.11	1.01	0.07	1.29	0.65	0.56	0.44	0.5	0.17
Tram1l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arc	0.03	0.09	0.02	0.0	0.78	0.06	0.69	0.17	0.36	0.29
Svbp	66.99	40.34	73.13	52.2	31.81	89.79	56.47	12.1	28.99	26.88
Cyp1a1	0.0	0.0	0.03	0.03	0.0	0.02	0.0	0.02	0.0	0.05
Cyp1a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prl3b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcdhb16	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.03	0.08	0.17
Hnrnpr	116.76	141.81	126.83	130.59	147.59	121.62	115.54	62.48	102.12	81.04
Pcdhb17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.04	0.12
Arx	18.5	7.15	2.65	23.46	0.43	0.06	3.58	0.03	3.99	0.0
Pcdhb18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.02
Hnrnpu	575.04	603.91	637.02	759.42	710.32	558.59	670.73	322.39	401.64	420.6
Pcdhb19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scgb1b17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scgb1b18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scgb1b15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scgb1b19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scgb1b20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C130060K24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
Saxo2	0.26	1.11	0.21	0.38	0.65	0.41	0.23	0.0	0.08	0.22
Saxo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Scgb1b24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcdhb12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
Krtap4-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcdhb13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930404N11Rik	1.17	0.44	0.97	2.49	1.12	1.03	1.07	0.42	1.35	2.13
Gse1	72.26	82.03	62.1	90.29	73.78	52.88	52.27	15.43	57.05	28.06
Pcdhb14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0
Krtap4-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asl	32.11	29.36	21.82	42.64	43.08	17.91	40.0	14.47	16.81	21.64
Pcdhb15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcdhb10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6030452D12Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcdhb11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acer1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slxl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acer2	1.38	1.07	0.52	1.02	0.45	0.13	1.22	0.13	0.36	0.15
Cftr	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.01
Xcr1	0.0	0.02	0.02	0.02	0.0	1.16	0.72	0.25	0.08	0.14
Prl3a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acer3	11.16	11.94	10.22	11.49	12.61	22.86	18.13	22.02	11.79	28.96
Krtap4-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap4-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scgb1b29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lrrn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scgb1b27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Surf1	47.45	40.37	34.14	49.76	43.55	51.08	36.22	25.06	27.33	35.24
Scgb1b30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Surf2	33.08	32.91	29.52	38.94	49.52	42.32	40.11	12.05	23.08	15.36
Lrrn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lrrn3	0.0	0.03	0.05	0.0	0.22	0.02	0.23	1.9	1.0	1.3
Hnrnpc	148.5	168.45	176.36	184.45	188.29	199.42	173.3	79.7	97.02	106.76
Hnrnpd	493.41	678.08	441.18	450.42	613.7	526.61	631.59	242.24	345.05	379.78
Surf4	64.76	67.69	45.92	57.91	91.23	55.78	101.99	65.05	51.96	85.2
Lrrn4	0.26	0.05	0.0	0.02	0.02	0.07	0.09	0.08	0.09	0.22
Hnrnpf	902.72	958.49	955.59	1058.35	1125.84	940.96	1047.87	548.08	614.89	703.82
Atm	24.82	27.62	28.71	37.09	36.83	15.26	19.46	12.72	20.07	13.45
Hnrnpk	1090.69	1204.09	1118.18	1270.27	1131.64	1130.38	1167.7	499.02	647.45	710.77
Paics	282.3	277.18	326.49	288.2	237.03	232.21	195.1	69.71	163.33	118.88
Pcdhb20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
Hnrnpl	403.33	458.99	317.89	406.32	396.36	383.5	379.05	178.69	230.0	245.87
Atr	18.78	21.54	18.67	27.5	20.83	12.37	16.02	4.96	9.29	6.64
Pcdhb21	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.03	0.04	0.01
Hnrnpm	272.36	297.9	287.7	324.77	291.98	268.09	302.61	179.49	205.76	205.46
Pcdhb22	0.0	0.0	0.02	0.0	0.0	0.06	0.0	0.19	0.05	0.03
Glt1d1	0.69	0.08	0.5	0.0	0.05	0.0	0.8	2.46	0.42	2.71
Aldh3a2	19.98	19.96	16.16	30.18	25.59	8.54	17.09	41.58	21.04	42.63
Aldh3a1	2.98	15.96	9.69	8.67	83.46	2.36	6.83	0.03	0.68	0.07
Olfr1438-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rsf1	21.3	24.73	19.81	24.84	29.73	17.89	24.61	20.45	22.04	22.02
Il22ra2	0.1	0.15	0.06	0.15	0.11	0.0	0.0	0.53	0.25	1.01
Gsg1	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.05	0.06
Auh	34.1	27.74	29.05	36.51	39.48	24.94	28.96	20.22	25.18	26.33
Gsg2	8.1	12.13	11.19	11.1	10.3	11.27	6.9	6.29	7.95	13.03
Rsrc2	110.82	140.41	103.52	118.67	142.26	120.76	129.48	81.64	92.13	98.94
Pdrg1	52.99	59.83	48.08	83.94	97.48	40.28	66.45	25.97	45.87	29.93
Tyk2	27.17	34.08	20.96	33.92	42.83	23.77	33.1	19.96	12.21	22.21
Rsrc1	29.04	33.69	23.96	25.17	36.4	16.11	28.77	14.05	20.86	16.5
Lelp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glycam1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15
C8g	1.82	1.2	0.72	1.82	3.17	0.49	2.43	0.25	1.15	0.46
Nfx1	42.36	52.41	36.68	52.83	57.41	40.25	40.48	26.8	39.99	32.55
BC030336	28.12	30.25	22.23	49.24	30.43	22.01	27.27	10.16	11.68	11.06
Avp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rsl24d1	52.13	54.35	54.23	60.95	73.93	56.92	60.21	35.12	48.36	43.2
Svil	131.04	165.41	103.59	227.7	200.31	33.34	106.42	55.4	53.7	73.36
Nfyb	55.25	59.13	58.51	59.36	49.08	80.31	54.53	27.36	28.46	46.33
Deptor	6.01	5.18	3.9	9.19	3.47	0.3	3.77	3.47	8.58	4.03
Nfya	35.23	40.97	50.78	63.24	55.16	39.04	42.14	47.09	68.85	63.82
Nfyc	37.61	48.41	41.55	45.24	42.49	37.45	37.52	26.99	33.81	42.52
Scn11a	0.01	0.03	0.01	0.03	0.0	0.13	0.08	0.25	0.09	0.05
Lmcd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.12	0.33
Svip	3.97	1.15	4.4	3.29	3.22	8.77	1.92	12.73	15.36	36.95
Abcb1a	0.13	0.27	0.04	0.04	0.16	0.12	0.12	0.59	0.58	0.56
Abcb1b	5.15	3.62	1.14	1.9	15.25	3.35	5.48	2.87	12.51	8.06
Sec14l1	15.6	16.49	18.52	14.87	16.01	31.16	20.42	22.96	19.67	37.5
Sec14l2	28.05	50.76	25.53	65.58	11.53	26.95	38.11	1.23	20.25	10.07
Sec14l3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sec14l4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sec14l5	0.03	0.0	0.07	0.04	0.15	0.03	0.03	0.0	0.03	0.0
Emc2	62.7	74.38	69.66	74.63	79.96	60.62	65.76	34.99	31.42	46.31
Qpct	0.13	0.1	0.16	0.0	0.19	2.6	1.63	1.25	0.61	2.58
Emc1	11.2	12.62	9.5	14.05	12.84	10.73	12.41	6.36	9.85	10.39
Sebox	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0
Emc4	25.21	31.51	25.21	30.53	48.99	29.29	34.28	19.18	22.71	23.86
Tmub1	6.92	5.19	4.63	4.93	7.43	5.43	7.5	9.47	7.61	9.37
Emc3	51.27	78.53	52.71	68.66	82.75	62.93	60.0	30.24	32.41	41.37
Emc6	38.57	38.44	44.85	41.82	45.06	40.62	41.88	19.6	36.0	25.91
Emc8	38.02	43.57	44.69	49.79	39.4	60.04	48.44	27.4	29.01	35.82
Emc7	15.81	15.5	15.89	17.59	16.68	13.39	15.63	6.53	8.29	8.91
Emc9	15.37	17.46	28.95	17.67	13.95	40.66	15.52	2.43	4.53	5.49
Tmub2	30.54	36.33	23.18	35.61	33.73	31.29	27.72	22.4	22.06	30.75
Mcub	47.99	29.73	30.83	49.41	16.75	32.26	45.55	17.6	5.72	19.28
Rsg1	2.14	1.38	0.98	2.64	1.91	0.94	1.6	0.7	1.15	1.47
AU021092	0.0	0.21	0.11	0.0	0.07	0.0	0.0	0.0	0.05	0.0
Pbld1	0.07	0.12	0.32	0.04	0.35	0.05	0.17	0.0	0.56	0.13
Axl	2.81	9.15	1.37	0.77	2.08	2.79	3.5	6.97	6.34	7.99
Il22ra1	0.0	0.22	0.0	0.0	0.03	0.02	0.0	0.0	0.0	0.1
Prkcdbp	0.25	0.57	0.14	0.28	1.47	0.38	1.0	0.06	3.21	0.08
Iglon5	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.05	0.02
Aarsd1	43.72	44.88	46.9	41.12	39.0	40.43	39.2	10.42	24.88	23.38
Gm30191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pbld2	0.18	0.33	0.15	0.77	0.76	0.44	0.15	0.02	0.15	0.06
Abcb11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Creg2	0.01	0.0	0.02	0.0	0.01	0.0	0.0	0.03	0.02	0.01
Creg1	482.33	404.02	475.16	531.85	336.33	420.47	419.86	126.05	270.01	216.91
Rsrp1	193.83	180.33	161.7	254.56	229.14	207.86	144.01	257.55	324.98	403.6
Timm17a	88.49	83.14	94.73	80.45	97.59	117.78	103.68	23.31	34.24	36.83
Timm17b	67.67	77.64	68.5	74.52	81.14	56.57	69.94	25.36	37.41	47.62
Iltifb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Emcn	0.0	0.15	0.0	0.0	0.0	0.34	0.25	0.0	0.1	0.29
Eme2	7.65	7.19	7.14	9.4	13.33	9.03	7.9	3.93	6.29	5.89
Eme1	8.02	13.38	9.73	11.53	10.88	10.24	5.9	3.91	4.22	8.34
Dkkl1	22.66	4.07	4.6	8.83	3.18	27.59	11.71	1.83	1.89	4.41
Tymp	0.48	0.13	0.18	0.07	0.29	0.23	0.32	0.1	0.15	0.09
Tyms	257.78	264.73	322.32	261.23	203.12	231.31	225.3	55.05	87.66	122.34
4930562C15Rik	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0
Rsl1	4.78	5.38	4.73	8.59	8.64	2.07	5.72	4.6	8.69	4.16
Gm20807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5530401A14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rccd1	9.41	12.72	7.14	13.06	14.58	7.76	10.03	4.4	9.16	4.17
Pmf1	87.87	94.91	82.05	82.9	86.44	85.39	67.65	38.73	48.34	71.5
Xxylt1	9.02	10.4	6.58	10.12	17.99	8.08	23.3	4.85	7.7	6.43
A130010J15Rik	6.95	9.73	6.64	10.67	10.66	4.9	7.04	1.62	4.44	4.32
Csf2rb2	262.82	268.36	259.53	864.34	270.82	27.54	214.51	11.78	6.22	16.46
Emg1	106.26	113.25	124.92	105.93	110.24	147.26	116.82	64.06	80.15	80.92
5730522E02Rik	0.13	0.15	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0
A530032D15Rik	0.89	0.07	0.41	0.15	0.3	0.69	0.07	6.3	4.21	5.7
Tom1l2	7.76	13.22	4.99	13.42	13.93	7.08	7.66	7.85	10.15	9.6
Tom1l1	125.02	106.98	163.86	146.61	94.02	114.71	116.26	2.94	32.96	20.37
Aldh3b1	11.48	1.71	3.32	0.34	0.72	0.94	1.23	57.88	13.13	76.8
Gm4297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nsfl1c	69.85	84.3	65.11	77.24	94.63	102.57	72.61	34.4	54.31	45.1
Pmch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aldh3b3	0.44	0.0	0.09	0.0	0.0	0.02	0.0	3.89	0.3	3.24
Tarm1	4.84	0.51	1.43	0.25	0.24	4.78	0.55	8.5	1.36	17.95
Aldh3b2	0.08	0.09	0.0	0.0	0.0	0.0	0.08	1.92	0.43	2.5
Fpgt	7.66	12.78	11.55	14.92	10.33	8.42	8.72	4.21	6.36	3.98
Zscan4-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
